-2.231, 2.044, 90.0, 1
-0.911, 3.036, 0.0, 1
1.514, 3.008, 0.0, 1
2.530, 1.600, -90.0, 1
2.538, 0.858, -90.0, 1
1.479, 0.100, -180.0, 1
-1.438, 0.149, -180.0, 1
-2.529, -1.002, -90.0, 1
-2.535, -4.088, -90.0, 1
-1.598, -4.816, 0.0, 1
-1.024, -4.810, 0.0, 1
0.093, -5.391, 0.0, 1
0.666, -4.542, 90.0, 1
0.132, -3.082, 90.0, 1
-0.942, -2.694, 180.0, 1
